val_loss,epoch,step,train_loss
0.23806717991828918,0,285,
,0,285,0.4794410765171051
0.21324221789836884,1,571,
,1,571,0.22079256176948547
0.2033778876066208,2,857,
,2,857,0.20575664937496185
0.19770386815071106,3,1143,
,3,1143,0.19809983670711517
0.19432368874549866,4,1429,
,4,1429,0.193750262260437
0.1920270174741745,5,1715,
,5,1715,0.19099090993404388
0.1903916299343109,6,2001,
,6,2001,0.1889393925666809
0.18882475793361664,7,2287,
,7,2287,0.1873936951160431
0.1878174990415573,8,2573,
,8,2573,0.1861969530582428
0.18692967295646667,9,2859,
,9,2859,0.18524488806724548
0.18621833622455597,10,3145,
,10,3145,0.18449386954307556
0.18554116785526276,11,3431,
,11,3431,0.183797225356102
0.18521004915237427,12,3717,
,12,3717,0.18324632942676544
0.18469998240470886,13,4003,
,13,4003,0.18276993930339813
0.1842638999223709,14,4289,
,14,4289,0.1823154091835022
0.18386025726795197,15,4575,
,15,4575,0.1819475293159485
0.18351848423480988,16,4861,
,16,4861,0.18158596754074097
0.1834283471107483,17,5147,
,17,5147,0.18124480545520782
0.18292450904846191,18,5433,
,18,5433,0.18097661435604095
0.18272414803504944,19,5719,
,19,5719,0.1807190179824829
0.18264400959014893,20,6005,
,20,6005,0.18048061430454254
0.18253538012504578,21,6291,
,21,6291,0.1802593171596527
0.1821981519460678,22,6577,
,22,6577,0.1800074279308319
0.1820380985736847,23,6863,
,23,6863,0.17984271049499512
0.18178588151931763,24,7149,
,24,7149,0.1796741932630539
0.1815280020236969,25,7435,
,25,7435,0.17950282990932465
0.1813923865556717,26,7721,
,26,7721,0.17935968935489655
0.18141645193099976,27,8007,
,27,8007,0.17918632924556732
0.1812271773815155,28,8293,
,28,8293,0.17906604707241058
0.18109114468097687,29,8579,
,29,8579,0.17887833714485168
0.18100370466709137,30,8865,
,30,8865,0.17875003814697266
0.18092785775661469,31,9151,
,31,9151,0.17864014208316803
0.18084214627742767,32,9437,
,32,9437,0.17851610481739044
0.1806420534849167,33,9723,
,33,9723,0.1783953607082367
0.18066400289535522,34,10009,
,34,10009,0.17827893793582916
0.18044883012771606,35,10295,
,35,10295,0.17818696796894073
0.1804654598236084,36,10581,
,36,10581,0.17811039090156555
0.18029780685901642,37,10867,
,37,10867,0.1780080944299698
0.1802980750799179,38,11153,
,38,11153,0.17791706323623657
0.18017178773880005,39,11439,
,39,11439,0.17782360315322876
0.18014179170131683,40,11725,
,40,11725,0.17772842943668365
0.18001368641853333,41,12011,
,41,12011,0.17767326533794403
0.17999610304832458,42,12297,
,42,12297,0.177581787109375
0.17997877299785614,43,12583,
,43,12583,0.17751523852348328
0.17966759204864502,44,12869,
,44,12869,0.17743688821792603
0.17986135184764862,45,13155,
,45,13155,0.17734405398368835
0.1798517256975174,46,13441,
,46,13441,0.17731104791164398
0.1795899122953415,47,13727,
,47,13727,0.17722366750240326
0.1796153485774994,48,14013,
,48,14013,0.17716608941555023
0.17957662045955658,49,14299,
,49,14299,0.1771092712879181
0.17950914800167084,50,14585,
,50,14585,0.1770455539226532
0.17957919836044312,51,14871,
,51,14871,0.17699427902698517
0.1793859899044037,52,15157,
,52,15157,0.17693786323070526
0.1793346107006073,53,15443,
,53,15443,0.17685607075691223
0.17960704863071442,54,15729,
,54,15729,0.17681057751178741
0.17924605309963226,55,16015,
,55,16015,0.176805317401886
0.1791623830795288,56,16301,
,56,16301,0.17667783796787262
0.17905479669570923,57,16587,
,57,16587,0.1766490787267685
0.1796051412820816,58,16873,
,58,16873,0.17660385370254517
0.17904163897037506,59,17159,
,59,17159,0.17653729021549225
0.17906661331653595,60,17445,
,60,17445,0.176473006606102
0.1791648417711258,61,17731,
,61,17731,0.17642563581466675
0.17893846333026886,62,18017,
,62,18017,0.17645274102687836
0.17890389263629913,63,18303,
,63,18303,0.17635619640350342
0.17883063852787018,64,18589,
,64,18589,0.1762746125459671
0.17878304421901703,65,18875,
,65,18875,0.17628678679466248
0.17881423234939575,66,19161,
,66,19161,0.1762269139289856
0.17880336940288544,67,19447,
,67,19447,0.17621979117393494
0.1786995232105255,68,19733,
,68,19733,0.17614704370498657
0.17867645621299744,69,20019,
,69,20019,0.17607948184013367
0.17872177064418793,70,20305,
,70,20305,0.1760438233613968
0.17864671349525452,71,20591,
,71,20591,0.17601270973682404
0.17867831885814667,72,20877,
,72,20877,0.17596741020679474
0.17854225635528564,73,21163,
,73,21163,0.17592717707157135
0.17852570116519928,74,21449,
,74,21449,0.17590337991714478
0.17858505249023438,75,21735,
,75,21735,0.17584116756916046
0.1783744990825653,76,22021,
,76,22021,0.17583812773227692
0.1785280853509903,77,22307,
,77,22307,0.17580842971801758
0.17838312685489655,78,22593,
,78,22593,0.175748810172081
0.17838135361671448,79,22879,
,79,22879,0.17571280896663666
0.17833389341831207,80,23165,
,80,23165,0.1756548136472702
0.17834749817848206,81,23451,
,81,23451,0.17566563189029694
0.17825396358966827,82,23737,
,82,23737,0.175604447722435
0.17835550010204315,83,24023,
,83,24023,0.1755894422531128
0.17825892567634583,84,24309,
,84,24309,0.17554831504821777
0.1781674325466156,85,24595,
,85,24595,0.17549395561218262
0.17837107181549072,86,24881,
,86,24881,0.17545728385448456
0.17831644415855408,87,25167,
