val_loss,epoch,step,train_loss
0.30544403195381165,0,285,
,0,285,0.6212692856788635
0.23647302389144897,1,571,
,1,571,0.25743213295936584
0.22068120539188385,2,857,
,2,857,0.2255651354789734
0.21297983825206757,3,1143,
,3,1143,0.21468625962734222
0.20791785418987274,4,1429,
,4,1429,0.2084478735923767
0.20447368919849396,5,1715,
,5,1715,0.20422063767910004
0.20196731388568878,6,2001,
,6,2001,0.20122624933719635
0.20008863508701324,7,2287,
,7,2287,0.19901902973651886
0.19846446812152863,8,2573,
,8,2573,0.19730938971042633
0.1972619742155075,9,2859,
,9,2859,0.19591167569160461
0.19615529477596283,10,3145,
,10,3145,0.19472451508045197
0.1952037811279297,11,3431,
,11,3431,0.19373852014541626
0.19440360367298126,12,3717,
,12,3717,0.1928633600473404
0.19366225600242615,13,4003,
,13,4003,0.19208809733390808
0.19305028021335602,14,4289,
,14,4289,0.19139304757118225
0.19237802922725677,15,4575,
,15,4575,0.1907917708158493
0.19191664457321167,16,4861,
,16,4861,0.190253347158432
0.19150760769844055,17,5147,
,17,5147,0.18974901735782623
0.19114908576011658,18,5433,
,18,5433,0.1893293857574463
0.19067594408988953,19,5719,
,19,5719,0.18892470002174377
0.19032546877861023,20,6005,
,20,6005,0.18856778740882874
0.19005319476127625,21,6291,
,21,6291,0.18822060525417328
0.1897699236869812,22,6577,
,22,6577,0.18791259825229645
0.18946297466754913,23,6863,
,23,6863,0.18762938678264618
0.18922050297260284,24,7149,
,24,7149,0.18737347424030304
0.18902899324893951,25,7435,
,25,7435,0.18712623417377472
0.18877559900283813,26,7721,
,26,7721,0.186890110373497
0.18870112299919128,27,8007,
,27,8007,0.18665724992752075
0.1883353441953659,28,8293,
,28,8293,0.1864747852087021
0.1880979835987091,29,8579,
,29,8579,0.18628808856010437
0.1879366636276245,30,8865,
,30,8865,0.18608450889587402
0.1878407895565033,31,9151,
,31,9151,0.1858910173177719
0.1876179277896881,32,9437,
,32,9437,0.18570610880851746
0.18751081824302673,33,9723,
,33,9723,0.18557702004909515
0.18734465539455414,34,10009,
,34,10009,0.18539197742938995
0.18732528388500214,35,10295,
,35,10295,0.18523071706295013
0.18711891770362854,36,10581,
,36,10581,0.1850855052471161
0.18690358102321625,37,10867,
,37,10867,0.1849348545074463
