train_loss_step,epoch,step,val_loss,train_loss_epoch
1.0566128492355347,0,0,,
0.9835233688354492,0,1,,
1.0217214822769165,0,2,,
1.0077922344207764,0,3,,
1.0872483253479004,0,4,,
1.0099674463272095,0,5,,
0.980243980884552,0,6,,
1.0098376274108887,0,7,,
1.0322937965393066,0,8,,
0.9412736892700195,0,9,,
1.0212503671646118,0,10,,
0.9702334403991699,0,11,,
1.0103052854537964,0,12,,
0.9680912494659424,0,13,,
0.9774376153945923,0,14,,
0.9745450615882874,0,15,,
0.9744601845741272,0,16,,
1.0179904699325562,0,17,,
0.9514678716659546,0,18,,
0.9922692775726318,0,19,,
0.9802826642990112,0,20,,
0.9778332710266113,0,21,,
0.9330216646194458,0,22,,
0.9773373007774353,0,23,,
1.0206689834594727,0,24,,
0.9607722163200378,0,25,,
0.9373247623443604,0,26,,
0.9758262038230896,0,27,,
0.9667063355445862,0,28,,
1.0073792934417725,0,29,,
0.9226646423339844,0,30,,
0.9571000337600708,0,31,,
1.0330400466918945,0,32,,
0.9513636827468872,0,33,,
0.9643508791923523,0,34,,
0.9915953874588013,0,35,,
0.9666021466255188,0,36,,
0.9874131083488464,0,37,,
0.942288875579834,0,38,,
0.8970885872840881,0,39,,
0.9591220021247864,0,40,,
0.9462096095085144,0,41,,
0.9628839492797852,0,42,,
0.9681616425514221,0,43,,
0.893116295337677,0,44,,
0.9055213332176208,0,45,,
0.9695514440536499,0,46,,
0.9628967046737671,0,47,,
0.9504927396774292,0,48,,
1.0002593994140625,0,49,,
0.9321843981742859,0,50,,
0.9555413126945496,0,51,,
0.9315847754478455,0,52,,
0.9577498435974121,0,53,,
0.9280188083648682,0,54,,
0.9711605906486511,0,55,,
0.9520388841629028,0,56,,
0.9093997478485107,0,57,,
0.842059850692749,0,58,,
0.9316091537475586,0,59,,
0.922295331954956,0,60,,
0.8988335132598877,0,61,,
0.9481527209281921,0,62,,
0.8807007074356079,0,63,,
0.8190667629241943,0,64,,
0.932462215423584,0,65,,
0.9525686502456665,0,66,,
0.9359516501426697,0,67,,
0.8453320264816284,0,68,,
0.8886576890945435,0,69,,
0.9088925123214722,0,70,,
0.9537893533706665,0,71,,
0.8761807680130005,0,72,,
0.8920073509216309,0,73,,
0.8819067478179932,0,74,,
0.9314907193183899,0,75,,
0.9083842039108276,0,76,,
0.8895379304885864,0,77,,
0.8615450859069824,0,78,,
0.9124125242233276,0,79,,
0.9451631903648376,0,80,,
0.9059386253356934,0,81,,
0.9072691202163696,0,82,,
0.8990328311920166,0,83,,
0.929890513420105,0,84,,
0.907844603061676,0,85,,
0.882799506187439,0,86,,
0.9742278456687927,0,87,,
0.8621153235435486,0,88,,
0.8738572001457214,0,89,,
0.8586432337760925,0,90,,
0.8596005439758301,0,91,,
0.8377792239189148,0,92,,
0.911492109298706,0,93,,
0.8771438598632812,0,94,,
0.8657011389732361,0,95,,
0.804996132850647,0,96,,
0.8802745938301086,0,97,,
0.7915034890174866,0,98,,
0.9030411243438721,0,99,,
0.8816277384757996,0,100,,
0.8587913513183594,0,101,,
0.8749241232872009,0,102,,
0.8600053787231445,0,103,,
0.832135796546936,0,104,,
0.8218622207641602,0,105,,
0.8964967131614685,0,106,,
0.832960844039917,0,107,,
0.8616082668304443,0,108,,
0.8362327814102173,0,109,,
0.8418858647346497,0,110,,
0.8086409568786621,0,111,,
0.8436058163642883,0,112,,
0.8775749206542969,0,113,,
0.8436449766159058,0,114,,
0.8642825484275818,0,115,,
0.8111502528190613,0,116,,
0.8217271566390991,0,117,,
0.8092696666717529,0,118,,
0.7705442309379578,0,119,,
0.8470250368118286,0,120,,
0.8194187879562378,0,121,,
0.8276192545890808,0,122,,
0.8038573265075684,0,123,,
0.8093869686126709,0,124,,
0.7902810573577881,0,125,,
0.8210848569869995,0,126,,
0.7742466926574707,0,127,,
0.7909114360809326,0,128,,
0.7591562867164612,0,129,,
0.8008542656898499,0,130,,
0.8360083699226379,0,131,,
0.852256715297699,0,132,,
0.7469061613082886,0,133,,
0.814399778842926,0,134,,
0.8310366868972778,0,135,,
